,uid_x,domainID_x,siteID_x,namedLocation_x,collectDate_x,identifiedDate,sampleID,sampleCode_x,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooVolumePerBottle,zooSubsampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition_x,distinctTaxon,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF_x,publicationDate_x,release_x,uid_y,domainID_y,siteID_y,namedLocation_y,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,startDate,collectDate_y,eventID,boutNumber,sampleCode_y,sampleCondition_y,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,affectedByWind,samplerType,sampleNumber,towsTrapsNumber,towsTrapsVolume,zooDepth1,zooDepth2,zooDepth3,remarks,recordedBy,collectedBy,dataQF_y,publicationDate_y,release_y
3272,a420cf75-f496-46ea-98de-ef420c8086c0,D05,LIRO,LIRO.AOS.littoral1,2019-07-24T16:15Z,2019-10-27,LIRO.20190724.SCHINDLER.3,A00000077358,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.65,1.15,0.82,,5,coarse,350.0,53.0,33.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T165539Z,RELEASE-2024,f64544ec-35f3-4d86-b409-333459b50d86,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10.0,WGS84,496.5,1,lake,2019-07-24T16:15Z,2019-07-24T16:15Z,LIRO.20190724,2,A00000077358,,NEON.DOC.001194vH,,,,Schindler-Patalas,3,2.0,24.0,0.5,1.1,,,0000-0001-8705-5714,0000-0003-1075-1249,,20231227T165539Z,RELEASE-2024
3294,a3a1d5b8-a99a-435f-b1b6-3a0dd5df89a8,D05,LIRO,LIRO.AOS.littoral2,2019-07-24T16:15Z,2019-10-27,LIRO.20190724.SCHINDLER.2,A00000077357,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.95,1.2,1.075,,2,coarse,270.0,77.0,7.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T165539Z,RELEASE-2024,7daf7615-7e4c-400d-b778-10aec25a2ffe,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10.0,WGS84,495.9,1,lake,2019-07-24T16:15Z,2019-07-24T16:15Z,LIRO.20190724,2,A00000077357,,NEON.DOC.001194vH,,,,Schindler-Patalas,2,2.0,24.0,0.5,1.0,,,0000-0001-8705-5714,0000-0003-1075-1249,,20231227T165539Z,RELEASE-2024
3302,253e54a1-3122-4690-8dfb-850ca71173fd,D05,LIRO,LIRO.AOS.buoy.c1,2019-09-10T15:14Z,2020-01-20,LIRO.20190910.TOWNET.1,A00000077437,,,DAPROS,Y,Daphnia rosea,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.2,2.15,1.706,,4,coarse,500.0,6.0,320.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T172711Z,RELEASE-2024,6c4dd64c-881a-4783-b778-c2e16df436e8,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10.0,10.0,WGS84,502.0,10,lake,2019-09-10T15:14Z,2019-09-10T15:14Z,LIRO.20190910,3,A00000077437,,NEON.DOC.001194vH,,,,tow net,1,2.0,1241.0,8.5,8.5,,,0000-0001-8705-5714,0000-0003-1075-1249,,20231227T172711Z,RELEASE-2024
3309,20451333-acda-4f26-acbd-95b3e3a91bcc,D05,LIRO,LIRO.AOS.littoral2,2019-09-10T15:14Z,2020-01-20,LIRO.20190910.SCHINDLER.3,A00000077441,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.925,0.925,0.925,,1,coarse,240.0,12.0,20.0,N,condition OK,Y,,Dodson et al 2010,Y,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T172711Z,RELEASE-2024,fff26adb-13b4-4d8e-8ef0-9fefd2ea541b,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10.0,WGS84,495.9,1,lake,2019-09-10T15:14Z,2019-09-10T15:14Z,LIRO.20190910,3,A00000077441,,NEON.DOC.001194vH,,,,Schindler-Patalas,3,2.0,24.0,0.5,1.1,,,0000-0001-8705-5714,0000-0003-1075-1249,,20231227T172711Z,RELEASE-2024
3340,a2beefe3-db4c-4f54-89a3-e8b68594ddd2,D05,LIRO,LIRO.AOS.buoy.c1,2019-09-10T15:14Z,2020-01-20,LIRO.20190910.TOWNET.1,A00000077437,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.7,1.1,0.85,,3,coarse,500.0,6.0,240.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T172711Z,RELEASE-2024,6c4dd64c-881a-4783-b778-c2e16df436e8,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10.0,10.0,WGS84,502.0,10,lake,2019-09-10T15:14Z,2019-09-10T15:14Z,LIRO.20190910,3,A00000077437,,NEON.DOC.001194vH,,,,tow net,1,2.0,1241.0,8.5,8.5,,,0000-0001-8705-5714,0000-0003-1075-1249,,20231227T172711Z,RELEASE-2024
3346,dc3b681a-1753-4ac5-a019-a347a01ca997,D05,LIRO,LIRO.AOS.buoy.c1,2019-09-10T15:14Z,2020-01-20,LIRO.20190910.TOWNET.1,A00000077437,,,DAPCAT1,Y,Daphnia catawba,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.8,1.8,1.8,,1,coarse,500.0,6.0,80.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T172711Z,RELEASE-2024,6c4dd64c-881a-4783-b778-c2e16df436e8,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10.0,10.0,WGS84,502.0,10,lake,2019-09-10T15:14Z,2019-09-10T15:14Z,LIRO.20190910,3,A00000077437,,NEON.DOC.001194vH,,,,tow net,1,2.0,1241.0,8.5,8.5,,,0000-0001-8705-5714,0000-0003-1075-1249,,20231227T172711Z,RELEASE-2024
3388,83760957-bc8a-408f-9c1d-58eb03bccdea,D05,LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43Z,2020-08-21,LIRO.20200722.TOWNET.1,A00000203581,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.75,0.8,0.775,,2,coarse,300.0,1.0,800.0,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T210523Z,RELEASE-2024,3980d025-c132-48ac-9d2a-96d7232e4b93,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10.0,10.0,WGS84,502.0,10,lake,2020-07-22T15:43Z,2020-07-22T15:43Z,LIRO.20200722,2,A00000203581,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,1.0,642.4,8.8,,,,0000-0001-6438-3109,0000-0003-1075-1249,,20231227T210523Z,RELEASE-2024
3392,97664f56-b80e-4082-84ba-f84ce9c3b14a,D05,LIRO,LIRO.AOS.littoral1,2020-07-22T15:43Z,2020-08-21,LIRO.20200722.SCHINDLER.2,A00000203583,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.65,0.95,0.775,,7,coarse,170.0,23.0,52.0,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T210523Z,RELEASE-2024,e0857545-1163-4f0d-98b3-a638621eefbf,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10.0,WGS84,496.5,1,lake,2020-07-22T15:43Z,2020-07-22T15:43Z,LIRO.20200722,2,A00000203583,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2.0,24.0,0.5,1.1,,,0000-0001-6438-3109,0000-0003-1075-1249,,20231227T210523Z,RELEASE-2024
3397,3aab730c-3576-4f9b-9b01-ca216b2b1fd9,D05,LIRO,LIRO.AOS.littoral1,2020-07-22T15:43Z,2020-08-21,LIRO.20200722.SCHINDLER.2,A00000203583,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.0,1.675,1.315,,22,coarse,170.0,23.0,165.0,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T210523Z,RELEASE-2024,e0857545-1163-4f0d-98b3-a638621eefbf,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10.0,WGS84,496.5,1,lake,2020-07-22T15:43Z,2020-07-22T15:43Z,LIRO.20200722,2,A00000203583,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2.0,24.0,0.5,1.1,,,0000-0001-6438-3109,0000-0003-1075-1249,,20231227T210523Z,RELEASE-2024
3414,c123a129-3bc4-44c7-8c7e-33a3e05b435f,D05,LIRO,LIRO.AOS.littoral2,2020-07-22T15:43Z,2020-08-21,LIRO.20200722.SCHINDLER.3,A00000203585,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.925,1.425,1.2,,3,coarse,240.0,67.0,11.0,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T210523Z,RELEASE-2024,98bcaab4-6c8d-49dd-b4d6-b09c2f1878c1,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10.0,WGS84,495.9,1,lake,2020-07-22T15:43Z,2020-07-22T15:43Z,LIRO.20200722,2,A00000203585,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,2.0,24.0,0.5,1.0,,,0000-0001-6438-3109,0000-0003-1075-1249,,20231227T210523Z,RELEASE-2024
3431,3f7bce2a-2b92-4198-87a6-6ed52e5298b4,D05,LIRO,LIRO.AOS.littoral1,2020-09-10T16:51Z,2020-11-29,LIRO.20200910.SCHINDLER.2,A00000204545,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.0,1.0,1.0,,1,coarse,180.0,42.0,4.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T222046Z,RELEASE-2024,c3525eba-4115-4193-94a4-94f9a4521744,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10.0,WGS84,496.5,1,lake,2020-09-10T16:51Z,2020-09-10T16:51Z,LIRO.20200910,3,A00000204545,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2.0,24.0,0.5,1.1,,,0000-0001-8490-5154,0000-0003-1075-1249,,20231227T222046Z,RELEASE-2024
3440,160ec3b9-7283-4fc3-b57c-5c7bd21c62da,D05,LIRO,LIRO.AOS.littoral2,2020-09-10T16:51Z,2020-11-29,LIRO.20200910.SCHINDLER.3,A00000204541,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.0,1.0,1.0,,1,coarse,200.0,53.0,4.0,N,condition OK,Y,,Dodson et al 2010,Y,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,"Specimen loss during handling, as well as some differences in assigning specimens as adult or juvenile cyclopoids fully explains the 13.42% PTD. The calculated percent similarity is 93.27%, so no changes were made to the",,,20231227T222046Z,RELEASE-2024,db2b2797-e325-4008-b34b-7136c009f378,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10.0,WGS84,495.9,1,lake,2020-09-10T16:51Z,2020-09-10T16:51Z,LIRO.20200910,3,A00000204541,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,2.0,24.0,0.5,0.9,,,0000-0001-8490-5154,0000-0003-1075-1249,,20231227T222046Z,RELEASE-2024
3442,06a77111-592a-4958-880e-8d70089940de,D05,LIRO,LIRO.AOS.littoral1,2020-09-10T16:51Z,2020-11-29,LIRO.20200910.SCHINDLER.2,A00000204545,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.55,0.825,0.75,,4,coarse,180.0,42.0,17.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T222046Z,RELEASE-2024,c3525eba-4115-4193-94a4-94f9a4521744,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10.0,WGS84,496.5,1,lake,2020-09-10T16:51Z,2020-09-10T16:51Z,LIRO.20200910,3,A00000204545,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2.0,24.0,0.5,1.1,,,0000-0001-8490-5154,0000-0003-1075-1249,,20231227T222046Z,RELEASE-2024
3459,34f0c491-10e8-4e52-b6b7-6e2fe8aff18e,D05,LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51Z,2020-11-29,LIRO.20200910.TOWNET.1,A00000204543,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.675,0.75,0.725,,3,coarse,150.0,1.0,480.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T222046Z,RELEASE-2024,8cc5cb81-67cd-4d0a-9be5-eb9cb3dc6e51,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10.0,10.0,WGS84,502.0,10,lake,2020-09-10T16:51Z,2020-09-10T16:51Z,LIRO.20200910,3,A00000204543,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,1.0,620.5,8.5,,,,0000-0001-8490-5154,0000-0003-1075-1249,,20231227T222046Z,RELEASE-2024
3465,1b2ea69a-7815-4dca-bede-6a532b7886bc,D05,LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51Z,2020-11-29,LIRO.20200910.TOWNET.1,A00000204543,,,DAPROS,Y,Daphnia rosea,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.925,2.1,1.279,,6,coarse,150.0,1.0,960.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T222046Z,RELEASE-2024,8cc5cb81-67cd-4d0a-9be5-eb9cb3dc6e51,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10.0,10.0,WGS84,502.0,10,lake,2020-09-10T16:51Z,2020-09-10T16:51Z,LIRO.20200910,3,A00000204543,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,1.0,620.5,8.5,,,,0000-0001-8490-5154,0000-0003-1075-1249,,20231227T222046Z,RELEASE-2024
3489,20693230-aa61-419e-ac87-642625a76965,D05,LIRO,LIRO.AOS.buoy.c1,2021-04-14T17:46Z,2021-06-27,LIRO.20210414.TOWNET.1,A00000205345,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.8,0.8,0.8,,1,coarse,520.0,1.0,714.0,N,"damaged, affecting taxonomy and measurement",Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231228T014447Z,RELEASE-2024,b8caec66-7b7c-4583-b36c-60fd969cda0b,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10.0,10.0,WGS84,502.0,10,lake,2021-04-14T17:46Z,2021-04-14T17:46Z,LIRO.20210414,1,A00000205345,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,2.0,1460.0,10.0,10.0,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T014447Z,RELEASE-2024
3533,456e14ab-0364-4141-9b87-e296efd98827,D05,LIRO,LIRO.AOS.buoy.c1,2021-07-21T16:30Z,2021-09-17,LIRO.20210721.TOWNET.1,A00000206576,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.15,2.425,1.853,,10,coarse,270.0,2.0,1753.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231228T001451Z,RELEASE-2024,50d670e8-78cd-449c-a6c1-b6095eaa7c4e,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10.0,10.0,WGS84,502.0,10,lake,2021-07-21T16:30Z,2021-07-21T16:30Z,LIRO.20210721,2,A00000206576,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,2.0,1314.0,9.0,9.0,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T001451Z,RELEASE-2024
3559,0b406066-bbe1-42c4-9e76-9865b9acb326,D05,LIRO,LIRO.AOS.buoy.c1,2021-07-21T16:30Z,2021-09-17,LIRO.20210721.TOWNET.1,A00000206576,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.675,0.925,0.765,,10,coarse,270.0,2.0,1753.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231228T001451Z,RELEASE-2024,50d670e8-78cd-449c-a6c1-b6095eaa7c4e,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10.0,10.0,WGS84,502.0,10,lake,2021-07-21T16:30Z,2021-07-21T16:30Z,LIRO.20210721,2,A00000206576,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,2.0,1314.0,9.0,9.0,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T001451Z,RELEASE-2024
3576,3eb88b3b-4a4f-4798-a25b-bcaf070555fc,D05,LIRO,LIRO.AOS.littoral2,2021-07-21T16:30Z,2021-09-17,LIRO.20210721.SCHINDLER.3,A00000206575,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.675,1.2,0.848,,15,coarse,260.0,52.0,75.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231228T001451Z,RELEASE-2024,5a0378b7-fcb5-4667-b010-72a15bd2ec49,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10.0,WGS84,495.9,1,lake,2021-07-21T16:30Z,2021-07-21T16:30Z,LIRO.20210721,2,A00000206575,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,2.0,24.0,0.5,1.1,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T001451Z,RELEASE-2024
3591,32692528-c840-47e9-b150-f941374b287c,D05,LIRO,LIRO.AOS.buoy.c1,2021-09-09T16:12Z,2022-06-16,LIRO.20210909.TOWNET.1,A00000208190,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.8,1.8,1.333,,15,coarse,488.0,1.0,7320.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,,,,20231228T020730Z,RELEASE-2024,a2655d26-62ee-4e26-8aed-b489c8da4cb8,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10.0,10.0,WGS84,502.0,10,lake,2021-09-09T16:12Z,2021-09-09T16:12Z,LIRO.20210909,3,A00000208190,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,2.0,1168.0,8.0,8.0,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T020730Z,RELEASE-2024
3592,d038df3d-0bc1-42ca-a3e4-df9e3174b2a5,D05,LIRO,LIRO.AOS.littoral1,2021-09-09T16:12Z,2022-06-17,LIRO.20210909.SCHINDLER.2,A00000208192,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.2,1.5,1.35,,2,coarse,295.0,2.0,295.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,,,,20231228T020730Z,RELEASE-2024,40efc778-d7be-48fe-aa56-38962dfd03a7,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10.0,WGS84,496.5,1,lake,2021-09-09T16:12Z,2021-09-09T16:12Z,LIRO.20210909,3,A00000208192,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2.0,24.0,0.5,1.1,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T020730Z,RELEASE-2024
3600,5516746d-0b0b-4257-ade6-a4756fffa628,D05,LIRO,LIRO.AOS.littoral2,2021-09-09T16:12Z,2022-06-17,LIRO.20210909.SCHINDLER.3,A00000208194,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.8,1.0,0.9,,5,coarse,275.0,4.0,344.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,,,,20231228T020730Z,RELEASE-2024,06958f56-f191-48f4-b385-39bb0d2d36d2,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10.0,WGS84,495.9,1,lake,2021-09-09T16:12Z,2021-09-09T16:12Z,LIRO.20210909,3,A00000208194,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,2.0,24.0,0.5,1.0,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T020730Z,RELEASE-2024
3623,1779875e-3bf7-47ba-8f1c-53bd2ccad8af,D05,LIRO,LIRO.AOS.buoy.c1,2022-05-16T14:20Z,2022-11-21,LIRO.20220516.TOWNET.1,A00000141777,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.2,1.2,1.2,,4,coarse,300.0,1.0,1200.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,,,,20231229T041452Z,PROVISIONAL,1ca052a2-ea05-4d97-ac4f-ad7104dc9638,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10.0,10.0,WGS84,502.0,10,lake,2022-05-16T14:20Z,2022-05-16T14:20Z,LIRO.20220516,1,A00000141777,OK,NEON.DOC.001194vK,,OK - within bout window,N,tow net,1,2.0,1357.8,9.3,9.3,,,0000-0003-0371-727X,0000-0003-1075-1249,,20231229T041452Z,PROVISIONAL
3637,c5d675be-a5c9-43cb-8764-58014e001ec6,D05,LIRO,LIRO.AOS.littoral1,2022-05-16T14:20Z,2022-11-21,LIRO.20220516.SCHINDLER.2,A00000141776,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.5,1.5,1.5,,1,coarse,232.0,2.0,116.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,,,,20231229T041452Z,PROVISIONAL,b7d1fe20-5beb-4ad8-938a-d03d7b262afe,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10.0,WGS84,496.5,1,lake,2022-05-16T14:20Z,2022-05-16T14:20Z,LIRO.20220516,1,A00000141776,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,2,2.0,24.0,0.5,1.3,,,0000-0003-0371-727X,0000-0003-1075-1249,,20231229T041452Z,PROVISIONAL
3671,f3de19a2-dd0c-41f0-8026-a3f6f25e61dd,D09,PRLA,PRLA.AOS.buoy.c0,2014-07-09T17:00Z,2014-09-30,PRLA.20140709.TOWNET.DEEPEST2,,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.32,0.72,0.51,,4,coarse,250.0,10.0,100.0,Y,condition OK,N,,"Brooks, 1957",N,GEI Consultants Inc.,Water's Edge Scientific,DLN,,,legacyData,20231226T222653Z,RELEASE-2024,1f099ae3-024a-46e3-b70d-b9ce249073ef,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2014-07-09T17:00Z,2014-07-09T17:00Z,PRLA.20140709,2,,,NEON.DOC.001194vA,,,,tow net,2,2.0,394.2,2.7,2.7,,Two seperate composite samples collected at location. Above represents 2 of 2 composite samples taken.,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T222653Z,RELEASE-2024
3681,ad9d98b4-4952-4b5f-9d2d-afc02ccdcb0a,D09,PRLA,PRLA.AOS.buoy.c0,2014-07-09T17:00Z,2014-09-30,PRLA.20140709.TOWNET.DEEPEST1,,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.32,0.56,0.4,,6,coarse,250.0,10.0,150.0,Y,condition OK,N,,"Brooks, 1957",N,GEI Consultants Inc.,Water's Edge Scientific,DLN,,,legacyData,20231226T222653Z,RELEASE-2024,3ecf64bd-49f8-46e2-8201-4b25ec8016de,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2014-07-09T17:00Z,2014-07-09T17:00Z,PRLA.20140709,2,,,NEON.DOC.001194vA,,,,tow net,2,2.0,394.2,2.7,2.7,,Two seperate composite samples collected at location. Above represents 1 of 2 composite samples taken.,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T222653Z,RELEASE-2024
