uid,domainID,siteID,namedLocation,collectDate,identifiedDate,sampleID,sampleCode,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooVolumePerBottle,zooSubsampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition,distinctTaxon,taxonDatabaseID,taxonDatabaseName,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF,publicationDate,release
78707de7-a961-4c54-8ed3-47b06c95678f,D03,BARC,BARC.AOS.littoral2,2021-11-02T17:42Z,2022-08-08,BARC.20211102.SCHINDLER.3,A00000132951,"",,DIASP,Y,Diaptomidae sp.,,,Arthropoda,,Maxillopoda,,Copepoda,,,Calanoida,,,Diaptomidae,,,,N,1,1,1,,5,coarse,285,4,356,N,other (specified in remarks),Y,,,,"Thorp and Rogers, 2016",Y,"Rhithron Associates, Inc.",,B. Moore,female/immature,,,20231228T002440Z,RELEASE-2024
470dd02d-46aa-4853-9cf5-a24ba006e5fb,D03,BARC,BARC.AOS.buoy.c0,2021-11-02T17:42Z,2022-08-05,BARC.20211102.TOWNET.1,A00000132926,"",,BOSSP,Y,Bosminidae sp.,,,Arthropoda,,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Bosminidae,,,,N,0.2,0.4,0.3,,16,coarse,530,1,8480,N,other (specified in remarks),N,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"immature, some unique probably B.longistrostris",,,20231228T002440Z,RELEASE-2024
5dc68718-5014-4f12-bdea-f5bf7dbe4d9f,D03,BARC,BARC.AOS.buoy.c0,2021-11-02T17:42Z,2022-08-05,BARC.20211102.TOWNET.1,A00000132926,"",,ROTSP,Y,Rotifera sp.,,,Rotifera,,"",,"",,,"",,,"",,,,N,0.08,0.1,0.09,0.07,64,fine,530,1,33920,N,other (specified in remarks),N,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,immature Gastropus?Pompholx blobs sometimes can see tiny foot,,,20231228T002440Z,RELEASE-2024
75bfe710-39a6-4c75-bb9f-8e945048b164,D03,BARC,BARC.AOS.littoral2,2021-11-02T17:42Z,2022-08-08,BARC.20211102.SCHINDLER.3,A00000132951,"",,LECSP1,Y,Lecane sp.,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Lecanidae,,,,N,0.1,0.1,0.1,0.08,2,fine,285,4,143,N,other (specified in remarks),Y,,,,"Thorp and Rogers, 2016",Y,"Rhithron Associates, Inc.",,B. Moore,poor aspect formly Monostyla,,,20231228T002440Z,RELEASE-2024
1afb31b9-3bf6-490e-8815-395a2bd6e382,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,"",,KERAME,Y,Keratella americana,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.1,0.1,0.1,0.05,28,fine,315,3,2940,N,condition OK,Y,,,,"Haney, J.F. et al. 'An-Image-based Key to the Zooplankton of North America' version 5.0 released 2013.",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
34df5962-99cf-48b8-a9b1-bd5afcad181f,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,"",,ARCFLO,Y,Arctodiaptomus floridanus,,,Arthropoda,,Maxillopoda,,Copepoda,,,Calanoida,,,Diaptomidae,,,,N,1,1,1,,8,coarse,315,3,840,N,condition OK,Y,,,,Thorp and Rogers 2016,N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
b6be27e3-82f4-4ee8-a2d0-022e79558578,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,"",,COPSP,Y,Copepoda sp.,,,Arthropoda,,Maxillopoda,,Copepoda,,,"",,,"",,,,Y,0.1,0.2,0.15,,198,coarse,545,1,107910,N,condition OK,N,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
9396cc02-be52-4cd8-abe4-e0c7582ab323,D03,BARC,BARC.AOS.littoral1,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.2,A00000316685,"",,CYCSP1,Y,Cyclopidae sp.,,,Arthropoda,,Maxillopoda,,Copepoda,,,Cyclopoida,,,Cyclopidae,,,,N,0.4,1,0.7,,2,coarse,238,2,238,N,condition OK,Y,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
f96ccf99-84ac-444e-8fd0-b0a70b06f5ae,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,"",,DAPSP1,Y,Daphnia sp.,,,Arthropoda,,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Daphniidae,,,,N,0.6,1,0.8,,49,coarse,545,1,26705,N,condition OK,Y,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
f63d772b-aa8d-41e8-8365-ba883bb124f8,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,"",,LECLUN2,Y,Lecane lunaris,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Lecanidae,,,,N,0.1,0.1,0.1,0.09,1,fine,315,3,105,N,condition OK,Y,,,,"Haney, J.F. et al. 'An-Image-based Key to the Zooplankton of North America' version 5.0 released 2013.",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
fec411cc-194c-41d0-9ce4-55da2fc0fab4,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,"",,CYCSP1,Y,Cyclopidae sp.,,,Arthropoda,,Maxillopoda,,Copepoda,,,Cyclopoida,,,Cyclopidae,,,,N,0.4,1,0.667,,8,coarse,315,3,840,N,condition OK,Y,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
e7d308a3-2006-410f-b696-3827d384ecf2,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,"",,DIASP,Y,Diaptomidae sp.,,,Arthropoda,,Maxillopoda,,Copepoda,,,Calanoida,,,Diaptomidae,,,,N,0.4,1,0.7,,210,coarse,545,1,114450,N,condition OK,N,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
17ec83a3-fa6a-48c1-847d-d298f43610b5,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,"",,DAPSP1,Y,Daphnia sp.,,,Arthropoda,,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Daphniidae,,,,N,0.8,0.8,0.8,,1,coarse,315,3,105,N,condition OK,Y,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
c7d4d4c7-aee7-48cd-ace8-9800fb12e667,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,"",,CYCSP1,Y,Cyclopidae sp.,,,Arthropoda,,Maxillopoda,,Copepoda,,,Cyclopoida,,,Cyclopidae,,,,N,0.4,0.8,0.6,,6,coarse,545,1,3270,N,condition OK,N,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
dce85303-425b-469e-aea0-e6c47ce3f0b0,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,"",,GASSTY,Y,Gastropus stylifer,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Gastropodidae,,,,N,0.1,0.2,0.15,0.09,3,fine,315,3,315,N,condition OK,Y,,,,Thorp and Rogers 2016,N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
73962deb-a421-433d-a442-95b3bbf7b0bd,D03,BARC,BARC.AOS.littoral1,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.2,A00000316685,"",,COPSP,Y,Copepoda sp.,,,Arthropoda,,Maxillopoda,,Copepoda,,,"",,,"",,,,Y,0.1,0.2,0.15,,276,coarse,238,2,32844,N,condition OK,N,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
197930de-0a65-44bb-8ddf-c449919ec3fa,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,"",,DIASP10,Y,Diaphanosoma sp.,,,Arthropoda,,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Sididae,,,,N,0.6,0.8,0.7,,3,coarse,545,1,1635,N,condition OK,Y,,,,"Haney, J.F. et al.",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
de6c4213-14e5-4e1d-8cb6-da9d8259fa8b,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,"",,TRIPOR,Y,Trichocerca porcellus,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Trichocercidae,,,,N,0.2,0.2,0.2,0.1,2,fine,545,1,1090,N,condition OK,Y,,,,"Stemberger, 1979; Pennak, 1989",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
82be160f-5c75-4677-afea-39d48a35f0cf,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,MONOSTYLA_CLOSTEROCERCA_200X_BA22NEOZ05005,,LECCLO,Y,Lecane closterocerca,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Lecanidae,,,,N,0.5,0.5,0.5,0.5,1,fine,315,3,105,N,condition OK,Y,,,,"Haney, J.F. et al. 'An-Image-based Key to the Zooplankton of North America' version 5.0 released 2013.",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
11708d93-72b1-40af-a73c-56565106135d,D03,BARC,BARC.AOS.littoral1,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.2,A00000316685,"",,KERCOC,Y,Keratella cochlearis,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.1,0.1,0.1,0.07,1,fine,238,2,119,N,condition OK,Y,,,,"Stemberger, 1979; Pennak, 1989",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
8e36a367-20a3-462d-aba2-1e0f9b2d1d18,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,"",,ROTSP,Y,Rotifera sp.,,,Rotifera,,"",,"",,,"",,,"",,,,N,0.1,0.1,0.1,0.05,1,fine,315,3,105,N,other (specified in remarks),N,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,blob with small point,,,20231229T044751Z,PROVISIONAL
7489b7d2-60c6-4f7c-9c1d-2f137bc772b5,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,"",,DIASP10,Y,Diaphanosoma sp.,,,Arthropoda,,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Sididae,,,,N,1,1,1,,1,coarse,315,3,105,N,condition OK,Y,,,,"Haney, J.F. et al.",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
98425a62-0b8b-4465-ad00-2cbbcc4b0e2d,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,"",,MESEDA,Y,Mesocyclops edax,,,Arthropoda,,Maxillopoda,,Copepoda,,,Cyclopoida,,,Cyclopidae,,,,N,1.2,1.2,1.2,,4,coarse,545,1,2180,N,condition OK,Y,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
85dddf21-729b-4450-9bbc-0818c1ddd43c,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,"",,ARCFLO,Y,Arctodiaptomus floridanus,,,Arthropoda,,Maxillopoda,,Copepoda,,,Calanoida,,,Diaptomidae,,,,N,1,1,1,,5,coarse,545,1,2725,N,condition OK,Y,,,,Thorp and Rogers 2016,N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
e239cd7f-ffec-4de1-b480-2c4ebeff3e02,D03,BARC,BARC.AOS.littoral1,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.2,A00000316685,"",,ROTSP,Y,Rotifera sp.,,,Rotifera,,"",,"",,,"",,,"",,,,N,0.05,0.15,0.1,0.1,2,fine,238,2,238,N,other (specified in remarks),N,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,blob with algae blocking full view,,,20231229T044751Z,PROVISIONAL
9cbcd078-cf23-48a3-9fee-05665709d794,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,"",,COPSP,Y,Copepoda sp.,,,Arthropoda,,Maxillopoda,,Copepoda,,,"",,,"",,,,Y,0.1,0.2,0.15,,111,coarse,315,3,11655,N,condition OK,N,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
7313c8a5-0b1b-4ec1-9a5b-e05414523cce,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,"",,SKIMIS,Y,Skistodiaptomus mississippiensis,,,Arthropoda,,Maxillopoda,,Copepoda,,,Calanoida,,,Diaptomidae,,,,N,1,1,1,,18,coarse,315,3,1890,N,condition OK,Y,,,,Thorp and Rogers 2016,N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
2a0d40c4-65d5-418a-8d67-33196b748367,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,TRICHOCERCA_MULTICRINIS_200X_BA22NEOZ05004,,TRIMUL,Y,Trichocerca multicrinis,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Trichocercidae,,,,N,0.15,0.15,0.15,0.1,1,fine,545,1,545,N,condition OK,Y,,,,"Haney, J.F. et al. 'An-Image-based Key to the Zooplankton of North America' version 5.0 released 2013. University of New Hampshire Center for Freshwater Biology <cfb.unh.edu> 15 Aug 2027",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
f2e9fa14-d0fe-44de-92a7-d32822c0ec3f,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,"",,KERAME,Y,Keratella americana,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.1,0.1,0.1,0.05,49,fine,545,1,26705,N,condition OK,Y,,,,"Haney, J.F. et al. 'An-Image-based Key to the Zooplankton of North America' version 5.0 released 2013.",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
9e386bff-cd10-4db2-b11a-8fe498d9929b,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,"",,ASCSP1,Y,Ascomorpha sp.,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Gastropodidae,,,,N,0.15,0.15,0.15,0.08,1,fine,545,1,545,N,condition OK,Y,,,,Thorp and Rogers 2016,N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
b5212678-3226-4b3e-851f-c69d725e9b83,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,"",,DIASP,Y,Diaptomidae sp.,,,Arthropoda,,Maxillopoda,,Copepoda,,,Calanoida,,,Diaptomidae,,,,N,0.4,1.2,0.85,,144,coarse,315,3,15120,N,condition OK,N,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
b7829543-dd39-47f1-8366-ce0d6fd0f012,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,"",,TRIPOR,Y,Trichocerca porcellus,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Trichocercidae,,,,N,0.2,0.2,0.2,0.06,3,fine,315,3,315,N,condition OK,Y,,,,"Stemberger, 1979; Pennak, 1989",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
ddfe571b-e9ce-4bf2-b5ba-098845058482,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,"",,KERTAU,Y,Keratella taurocephala,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.1,0.1,0.1,0.06,1,fine,545,1,545,N,condition OK,Y,,,,"Haney, J.F. et al.",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
b338529d-3915-495a-ac51-a68bbdcc94b6,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,TRICHOTRIA_TETRACTIS_200X_BA22NEOZ05005,,TRITET,Y,Trichotria tetractis,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Trichotriidae,,,,N,0.1,0.1,0.1,0.06,2,fine,315,3,210,N,condition OK,Y,,,,"Haney, J.F. et al. 'An-Image-based Key to the Zooplankton of North America' version 5.0 released 2013. University of New Hampshire Center for Freshwater Biology <cfb.unh.edu> 15 Aug 2027",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
eba3ea92-d7f0-4656-be1f-4edc5201555e,D03,BARC,BARC.AOS.littoral1,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.2,A00000316685,"",,KERAME,Y,Keratella americana,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.1,0.1,0.1,0.05,9,fine,238,2,1071,N,condition OK,Y,,,,"Haney, J.F. et al. 'An-Image-based Key to the Zooplankton of North America' version 5.0 released 2013.",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
434848ec-9acc-4325-afba-8e313216903c,D03,BARC,BARC.AOS.littoral1,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.2,A00000316685,"",,ASCSP1,Y,Ascomorpha sp.,,,Rotifera,,Monogonta,,Monogononta,,,Ploima,,,Gastropodidae,,,,N,0.1,0.1,0.1,0.09,2,fine,238,2,238,N,condition OK,Y,,,,Thorp and Rogers 2016,N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
538e5483-09aa-4170-9c22-7ee9d35b0a8c,D03,BARC,BARC.AOS.littoral1,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.2,A00000316685,"",,DIASP,Y,Diaptomidae sp.,,,Arthropoda,,Maxillopoda,,Copepoda,,,Calanoida,,,Diaptomidae,,,,N,0.4,1,0.667,,39,coarse,238,2,4641,N,condition OK,N,,,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
f0c59acb-6ada-44e2-af8d-33f16d66f223,D03,BARC,BARC.AOS.littoral1,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.2,A00000316685,"",,SKIMIS,Y,Skistodiaptomus mississippiensis,,,Arthropoda,,Maxillopoda,,Copepoda,,,Calanoida,,,Diaptomidae,,,,N,1,1,1,,3,coarse,238,2,357,N,condition OK,Y,,,,Thorp and Rogers 2016,N,"Rhithron Associates, Inc.",,B. Moore,"",,,20231229T044751Z,PROVISIONAL
aa0c51d6-461d-4940-90b0-3d349359baa1,D03,SUGG,SUGG.AOS.buoy.c0,2014-07-18T16:00Z,2015-03-09,SUGG.BOUY.20140718.ZOO,,,,TRISIM,Y,Trichocerca similis,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Trichocercidae,,,,N,0.125,0.125,0.125,,3,coarse,1000,21,140,N,condition OK,Y,59079,ITIS,,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
f28d072f-728f-4403-9918-e54ff228de84,D03,SUGG,SUGG.AOS.littoral1,2014-07-18T16:00Z,2015-03-09,SUGG.IN.20140718.ZOO,,,,HESAUG,Y,Hesperodiaptomus augustaensis,"",,Arthropoda,,Maxillopoda,,,,,Calanoida,,,Diaptomidae,,,,N,1.075,1.25,1.164,,9,coarse,1000,48,187,N,condition OK,Y,666939,ITIS,,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
66eb7f5a-a0ec-4cdd-8bb8-4cc9c1462ac5,D03,SUGG,SUGG.AOS.littoral2,2014-07-18T16:00Z,2015-03-09,SUGG.OUT.20140718.ZOO,,,,HESAUG,Y,Hesperodiaptomus augustaensis,"",,Arthropoda,,Maxillopoda,,,,,Calanoida,,,Diaptomidae,,,,N,1.175,1.175,1.175,,1,coarse,1000,28,36,N,condition OK,Y,666939,ITIS,,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
2af069ab-b7a3-45c5-bc66-53b6eface67a,D03,SUGG,SUGG.AOS.littoral1,2014-07-18T16:00Z,2015-03-09,SUGG.IN.20140718.ZOO,,,,TRISIM,Y,Trichocerca similis,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Trichocercidae,,,,N,0.088,0.088,0.088,,7,coarse,1000,48,146,N,condition OK,Y,59079,ITIS,,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
c4e20aef-a294-49fc-b547-d9ebbd4358ad,D03,SUGG,SUGG.AOS.littoral1,2014-07-18T16:00Z,2015-03-09,SUGG.IN.20140718.ZOO,,,,TROPRA1,Y,Tropocyclops prasinus mexicanus,"",,Arthropoda,,Maxillopoda,,,,,Cyclopoida,,,Cyclopidae,,,,N,0.4,0.5,0.47,,20,coarse,1000,48,416,N,condition OK,Y,,"",,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
4818137c-eccf-4628-b358-b34217fcd937,D03,SUGG,SUGG.AOS.littoral1,2014-07-18T16:00Z,2015-03-09,SUGG.IN.20140718.ZOO,,,,CYCSP,Y,Cyclopoida sp.,copepodites,,Arthropoda,,Maxillopoda,,,,,Cyclopoida,,,"",,,,N,0.25,0.375,0.315,,20,coarse,1000,48,416,N,condition OK,Y,,"",,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
45b376e6-2200-4e38-874b-474c8045986e,D03,SUGG,SUGG.AOS.littoral1,2014-07-18T16:00Z,2015-03-09,SUGG.IN.20140718.ZOO,,,,BRAZAH,Y,Brachionus zahniseri,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Brachionidae,,,,N,0.088,0.088,0.088,,209,coarse,1000,48,4347,N,condition OK,Y,,"",,"Ahlstrom, 1940",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
83b4573f-a1d1-4324-91c1-476836be1931,D03,SUGG,SUGG.AOS.littoral2,2014-07-18T16:00Z,2015-03-09,SUGG.OUT.20140718.ZOO,,,,TRISIM,Y,Trichocerca similis,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Trichocercidae,,,,N,0.125,0.125,0.125,,5,coarse,1000,28,181,N,condition OK,Y,59079,ITIS,,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
222c3475-03eb-4f29-ac51-b38bfaf0bef5,D03,SUGG,SUGG.AOS.littoral1,2014-07-18T16:00Z,2015-03-09,SUGG.IN.20140718.ZOO,,,,CALSP1,Y,Calanoida sp.,copepodites,,Arthropoda,,Maxillopoda,,,,,Calanoida,,,"",,,,N,0.45,0.75,0.627,,13,coarse,1000,48,270,N,condition OK,Y,,"",,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
0956ba03-3366-4911-814b-34c70fb48e51,D03,SUGG,SUGG.AOS.littoral1,2014-07-18T16:00Z,2015-03-09,SUGG.IN.20140718.ZOO,,,,HEXSP6,Y,Hexarthra sp.,"",,Rotifera,,Eurotatoria,,,,,Flosculariaceae,,,Hexarthridae,,,,N,0.112,0.162,0.139,,41,coarse,1000,48,853,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
2b175755-afc7-40fe-8cbb-00660f85a35e,D03,SUGG,SUGG.AOS.littoral1,2014-07-18T16:00Z,2015-03-09,SUGG.IN.20140718.ZOO,,,,POLSP20,Y,Polyarthra sp.,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Synchaetidae,,,,N,0.088,0.088,0.088,,8,coarse,1000,48,166,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
e4039197-9438-48b7-b28c-7e16cb925f61,D03,SUGG,SUGG.AOS.littoral1,2014-07-18T16:00Z,2015-03-09,SUGG.IN.20140718.ZOO,,,,SYNSP8,Y,Synchaeta sp.,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Synchaetidae,,,,N,0.15,0.188,0.171,,44,coarse,1000,48,915,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
313112e8-5e95-407c-9490-cbbcde681737,D03,SUGG,SUGG.AOS.littoral2,2014-07-18T16:00Z,2015-03-09,SUGG.OUT.20140718.ZOO,,,,POLSP20,Y,Polyarthra sp.,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Synchaetidae,,,,N,0.088,0.088,0.088,,11,coarse,1000,28,398,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,,,legacyData,20231226T222141Z,RELEASE-2024
